"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4","throws on error","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","updateApplication","PartnerApplicationRepository","",""
"","11","creates and returns new location","test/src/data/repositories/location_repository_test.dart","2026-04-01","passed","2026-04-01","createLocation","LocationRepository","",""
"","7","returns application when found","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getApplication","EventRepository Queries","",""
"","29","upload area contains InkWell for tap interaction","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","3","throws on network error","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","restoreVerification","VerificationRepository (command)","",""
"","3","passes verification data when provided","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","applyEvent","EventRepository Commands","",""
"","3","상태 전이 순서 보장: enum 순서 확인","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","26","applies custom padding","test/src/ui/widgets/common/minglit_section_test.dart","2026-04-01","passed","2026-04-01","","MinglitSection","",""
"","21","guest status returns login label","test/src/features/event/admission/admission_button_config_test.dart","2026-04-01","passed","2026-04-01","","AdmissionButtonConfig","",""
"","3","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementDashboard","SettlementRepository","",""
"","6","returns tickets for party","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","getTicketsByPartyId","TicketRepository","",""
"","284","결과 카드 tap → EventDetailPage 이동","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","SearchPage","",""
"","36","uses pill-shaped border radius","test/src/ui/widgets/common/minglit_tag_test.dart","2026-04-01","passed","2026-04-01","","MinglitTag","",""
"","2","returns empty list when no upcoming events","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getUpcomingEvents","EventRepository","",""
"","4","maxVoteCountProvider returns the highest configured vote count","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","","MatchingRepository providers","",""
"","66","Step 1 (verification) renders step indicator + form content","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","EventApplicationWizardPage","",""
"","3","born 25 years ago returns 25","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateManAge","AgeUtil","",""
"","3","marks ineligible when user profile is null","test/src/features/event/admission/ticket_recommendation_util_test.dart","2026-04-01","passed","2026-04-01","","TicketRecommendationUtil","",""
"","30","does not call onTap when disabled","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","34","displays title when provided","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","2","returns 0 on error (fail-safe)","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getPendingApplicationCount","EventRepository Queries","",""
"","7","returns null when repository has no current user","test/src/features/auth/auth_state_provider_test.dart","2026-04-01","passed","2026-04-01","","currentUserProvider","",""
"","3","createFromTemplate copies fields","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroup","",""
"","7","createFromParty metadata is a deep copy","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","119","홈 AsyncData → 이벤트 카드 리스트 렌더링","test/integration/flow_event_browse_test.dart","2026-04-01","passed","2026-04-01","","이벤트 탐색 플로우 — 홈→상세→파트너","",""
"","34","does not show file remove buttons when no files are selected","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","26","avatar takes precedence over leading","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","15","returns list of notifications","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","getNotifications","NotificationRepository","",""
"","6","returns null when not found","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerSettlementInfo","SettlementRepository","",""
"","4","roundtrip fromJson/toJson preserves data","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","toJson","IamportResultModel","",""
"","5","calls partner-approve-application EF with approve action","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","approveApplication","EventRepository Commands","",""
"","32","from이 null이면 홈(/)으로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","65","renders button with icon","test/ui/widgets/common/minglit_bottom_cta_test.dart","2026-04-01","passed","2026-04-01","single variant","MinglitBottomCTA","",""
"","7","equality works","test/src/data/models/verification_submission_test.dart","2026-04-01","passed","2026-04-01","","VerificationSubmission","",""
"","4","parses from JSON with null profile","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","BulkEligibilityData","",""
"","33","shows status badge","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketCard","",""
"","3","returns false for cancelled application","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","checkApplicationStatus","EventRepository Queries","",""
"","2","has default user message","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitSystemException","",""
"","4","returns empty when user not logged in","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getMyManagedPartners","PartnerRepository","",""
"","56","disposes cleanly without crash","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","Lifecycle","",""
"","3","returns false when interaction does not exist","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","getInteractionState","SocialRepository","",""
"","2","returns empty when no matches","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","getMyMatches","MatchingRepository","",""
"","6","serializes to JSON and back","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Location","",""
"","16","toggle optimistically updates state","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionController","",""
"","8","returns partial results and logs warning on TypeError (null field)","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationsByIds","VerificationRepository","",""
"","32","renders with default label when label is not specified","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","2","born 1 year ago returns 1","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateManAge","AgeUtil","",""
"","4","keeps events without tickets (open events)","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","EligibilityFilter","",""
"","4","statusLabel returns localized labels","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","37","uses OutlineInputBorder with rounded corners","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","107","renders profile icon (person_outline)","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is not logged in","HomePage AppBar - Auth-aware widgets","",""
"","306","로그인 상태: 미동의로 보호 경로 접근 시 동의 페이지로 리다이렉트","test/integration/consent_redirect_test.dart","2026-04-01","passed","2026-04-01","","Signup Consent Redirect Flow","",""
"","3","error message includes all missing required keys","test/src/config/env_keystore_test.dart","2026-04-01","passed","2026-04-01","validate","EnvKeyStore","",""
"","11","returns result map on success","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","retryPayout","SettlementRepository","",""
"","3","completes without throwing exceptions","test/src/utils/environment_info_test.dart","2026-04-01","passed","2026-04-01","","collectEnvironmentInfo","",""
"","4","build returns true when interaction exists","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionController","",""
"","3","returns empty list when no active events (0건)","test/src/features/home/logic/today_active_events_provider_test.dart","2026-04-01","passed","2026-04-01","","todayActiveEventsProvider","",""
"","26","does not render button when only actionLabel is provided","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","615","renders upload button correctly with label and hint","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","230","약관 보기에서 서비스 이용약관 탭 시 바텀시트가 열린다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","6","returns CreateOrderResult on success","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrderViaEF","EventRepository Commands","",""
"","3","toDbJson includes visibility","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","2","returns empty list when no events","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getEventsByPartnerId","EventRepository Queries","",""
"","974","비로그인: /my 접근 시 LoginPage로 리다이렉트","test/integration/auth_redirect_test.dart","2026-04-01","passed","2026-04-01","","Auth Redirect Flow","",""
"","58","does not show loading indicator when hasMore is false","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","133","logs error via Log.e and restores state on exception","test/src/logic/feed_state_provider_test.dart","2026-04-01","passed","2026-04-01","loadMore","RecommendationFeedNotifier","",""
"","150","selecting ticket enables ""다음"" button + tap navigates","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","TicketSelectionSheet","",""
"","5","returns purchase history for user","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getMyPurchaseHistory","EventRepository Queries","",""
"","42","hidden (SizedBox.shrink) when no active events","test/src/features/home/widgets/event_now_bar_test.dart","2026-04-01","passed","2026-04-01","","EventNowBar","",""
"","10","saveSignupConsents invalidates guard cache even when reload fails","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","4","returns recommendations from RPC","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getPersonalizedRecommendations","EventRepository Queries","",""
"","37","renders subtitle when provided","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","3","이벤트 5일 전 + paidAt 없음 → 환불 불가","test/minglit_kit_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator","",""
"","69","tapping QR button calls pushTicketQR","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","246","로그인 상태: 동의 조회 에러면 보호 경로를 fail-closed로 동의 페이지에 보낸다","test/integration/consent_redirect_test.dart","2026-04-01","passed","2026-04-01","","Signup Consent Redirect Flow","",""
"","28","applies custom valueColor","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","38","creates from JSON with all fields","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Location","",""
"","58","invokes agree callback when agree tapped","test/src/features/consent/identity_verification_consent_sheet_test.dart","2026-04-01","passed","2026-04-01","","IdentityVerificationConsentSheet","",""
"","5","treats arbitrary success value as false","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","fromMap","IamportResultModel","",""
"","58","파트너 이벤트 더보기 라우트 → PartnerEventsPage 이동","test/integration/flow_event_browse_test.dart","2026-04-01","passed","2026-04-01","","이벤트 탐색 플로우 — 홈→상세→파트너","",""
"","5","returns false for cancelled application","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","checkApplicationStatus","EventRepository","",""
"","2","initialize does not throw when key is FILL_THIS placeholder","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","StatsigAnalytics","",""
"","6","calls partner-manage-verification EF with update action","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","updateVerification","VerificationRepository (command)","",""
"","5","매칭 결과 0건일 때 MATCHING 유지 (빈 매칭은 아직 결과가 아님)","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","25","throws on error","test/src/data/repositories/consent_repository_test.dart","2026-04-01","passed","2026-04-01","getConsents","ConsentRepository","",""
"","12","sends OTP for valid @minglit.com email","test/src/data/repositories/staff_repository_test.dart","2026-04-01","passed","2026-04-01","sendMagicLink","StaffRepository","",""
"","2","born this year returns 0","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateManAge","AgeUtil","",""
"","9","settlement-query payouts has expected fields","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: Edge Function response shapes","",""
"","57","shows icon when provided","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","50","throws when upload fails","test/src/data/repositories/storage_repository_test.dart","2026-04-01","passed","2026-04-01","uploadBytes","StorageRepository","",""
"","13","pushEventDetail pushes correct route","test/src/features/party/logic/party_coordinator_test.dart","2026-04-01","passed","2026-04-01","","PartyCoordinator","",""
"","8","serializes to JSON and back","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteraction","",""
"","267","전체 동의를 켜면 모든 항목이 선택되고 CTA가 활성화된다","test/src/features/consent/ui/signup_consent_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","24","renders 승인됨 for approved status","test/src/common/widgets/status_badge_test.dart","2026-04-01","passed","2026-04-01","","StatusBadge","",""
"","2","paidAt null + outside cutoff → no refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","4","copyWith creates modified copy","test/src/data/models/user_profile_test.dart","2026-04-01","passed","2026-04-01","","UserProfile","",""
"","3","throws MinglitUserException on EF error","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","saveDraft","PartnerApplicationRepository","",""
"","10","uses password sign-in when has_password flag is string true","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","reauthenticate","AccountRepository","",""
"","7","calls partner-manage-member EF with update_permissions action","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","updateMemberPermissions","PartnerMemberRepository","",""
"","10","reauthenticate stores AsyncError on failure","test/src/features/account_deletion/logic/account_deletion_controller_test.dart","2026-04-01","passed","2026-04-01","","AccountDeletionController","",""
"","6","toggle reverts state on error","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionController","",""
"","3","completes without error","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","markAsRead","NotificationRepository","",""
"","10","requestDeletion stores AsyncError on failure","test/src/features/account_deletion/logic/account_deletion_controller_test.dart","2026-04-01","passed","2026-04-01","","AccountDeletionController","",""
"","2","equality works","test/src/data/models/user_profile_test.dart","2026-04-01","passed","2026-04-01","","UserProfile","",""
"","23","has exactly 7 event constants","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","MingLitEvent","",""
"","4","succeeds with 200 response","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","cancelPayment","EventRepository","",""
"","93","무효한 deep_link (null) → ""이동할 링크가 없습니다"" SnackBar","test/integration/flow_notification_routing_test.dart","2026-04-01","passed","2026-04-01","","알림 플로우","",""
"","580","renders with defaults","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","33","minimum touch area is at least 48dp","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","4","throws when getApplication fails","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrder","EventRepository Commands","",""
"","915","비로그인 시 /apply redirect → LoginPage","test/integration/cuj_event_application_test.dart","2026-04-01","passed","2026-04-01","","Event Application CUJ","",""
"","26","does not render subtitle when null","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","6","pushLogin with from param includes query param","test/src/features/event/logic/event_coordinator_test.dart","2026-04-01","passed","2026-04-01","","EventCoordinator","",""
"","4","throws on error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getMyPurchaseHistory","EventRepository Queries","",""
"","39","(setUpAll)","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","46","does not render today banner when no today event","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","5","cancelled application treated as no application","test/src/features/event/admission/admission_state_edge_cases_test.dart","2026-04-01","passed","2026-04-01","","EventAdmissionController - edge cases","",""
"","5","outlinedButton uses partner primary","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","partnerTheme","",""
"","15","feed re-filters when eligibility data loads after events","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","Fix #173: eligibility data late arrival re-filters feed","RecommendationFeedNotifier","",""
"","42","renders child widget","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","3","respects balance status override","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","EligibilityFilter","",""
"","38","obscures text when obscureText is true","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","14","settlement-query settlements has expected fields","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: Edge Function response shapes","",""
"","4","clearAll resets all filters","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ActiveFilters provider","",""
"","27","applies custom padding","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","6","throws when user not authenticated","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","toggleInteraction","SocialRepository","",""
"","73","build returns empty list when user is not logged in","test/src/features/payment/logic/purchase_history_controller_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryController","",""
"","24","applies custom padding","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","89","Colors tab renders on initial load","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","DesignCatalogPage tab structure","",""
"","5","역방향 전이 불가: 다른 이벤트는 독립적으로 상태 계산","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","7","goToLogin with from parameter calls router.go","test/src/features/auth/logic/auth_coordinator_test.dart","2026-04-01","passed","2026-04-01","","AuthCoordinator","",""
"","4","returns empty list when no matches","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","","myMatches","",""
"","5","returns aggregated dashboard data","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementDashboard","SettlementRepository","",""
"","6","nextStep does nothing when already at payment","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","step navigation","EventApplicationController","",""
"","3","throws when EF invoke fails","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","castVote","MatchingRepository","",""
"","13","reverts on server error","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","updateSetting","NotificationSettingsController","",""
"","90","shows location permission with granted status","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","77","renders notification bell icon","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is logged in without avatar","HomePage AppBar - Auth-aware widgets","",""
"","49","upcoming cards show QR button","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","6","returns mapped applications from RPC","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getApplicationsByEventId","EventRepository Queries","",""
"","93","구매 내역 tap → PurchaseHistoryPage","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage 메뉴 탭","",""
"","211","cutoff 당일 경계값 → 환불 가능 (isCutoffRefundable=true)","test/src/features/event/detail/event_refund_policy_section_test.dart","2026-04-01","passed","2026-04-01","","_RefundPolicySection","",""
"","5","past sorted descending (most recent first)","test/src/features/my_tickets/logic/my_tickets_controller_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsController","",""
"","9","hasActiveRequest when submission exists","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","VerificationRequirementStatus","",""
"","94","creates from provider with GoRouter","test/src/features/auth/logic/auth_coordinator_test.dart","2026-04-01","passed","2026-04-01","","AuthCoordinator","",""
"","2","parses vote_count from JSON","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","3","creates without optional createdAt","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteraction","",""
"","982","Phase 1: shows QR code when ticket token exists","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","7","reset() clears staff token and sets state to AsyncData(null)","test/src/features/auth/staff_guard_test.dart","2026-04-01","passed","2026-04-01","","StaffGuard","",""
"","4","toggleConsent reverts on error","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","18","(setUpAll)","test/src/features/home/logic/event_realtime_provider_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","426","로그인 상태: /login 접근 시 홈으로 리다이렉트","test/integration/login_page_test.dart","2026-04-01","passed","2026-04-01","","Login Page","",""
"","2","does not mutate original map","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","MetadataMapX.withValue","",""
"","23","build fetches history when user is logged in","test/src/features/payment/logic/purchase_history_controller_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryController","",""
"","25","shows upload icon even when initialUrls are provided","test/ui/widgets/common/minglit_file_picker_test.dart","2026-04-01","passed","2026-04-01","","MinglitFilePicker Widget Tests","",""
"","4","returns participant counts from RPC","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getEntryGroupParticipantCounts","EventRepository Queries","",""
"","273","guest 탭 → LoginPage로 이동","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 탭 동작","",""
"","3","returns event info map","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getEventInfo","SettlementRepository","",""
"","68","returns list of tickets for event","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","getTicketsByEventId","TicketRepository","",""
"","3","from이 유효한 경로면 해당 경로로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","69","환불 불가 시 → ""예매 취소"" 버튼 미표시","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryPage","",""
"","10","uses password sign-in when has_password flag is true","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","reauthenticate","AccountRepository","",""
"","50","build returns initial state from override","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionController","",""
"","3","isPrivate returns true for private visibility","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","3","returns list of closing soon events","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getClosingSoonEvents","EventRepository","",""
"","10","0개 반환 시 hasMore=false","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","build() — 초기 로드","RecommendationFeedNotifier","",""
"","8","returns ticket balance map","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTicketBalanceStatus","EventRepository Queries","",""
"","3","closingSoon without eligibility includes fully booked events","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider","",""
"","3","label with no condition shows label only","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","7","returns empty map when RPC returns null","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTicketBalanceStatus","EventRepository Queries","",""
"","31","parses from JSON with valid profile","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","BulkEligibilityData","",""
"","84","returns null when user is not logged in","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsController","",""
"","27","renders 취소됨 for cancelled status","test/src/common/widgets/status_badge_test.dart","2026-04-01","passed","2026-04-01","","StatusBadge","",""
"","141","renders retry button when onRetry is provided","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","10","accepts onDismiss callback parameter","test/src/features/event/detail/open_in_app_dialog_test.dart","2026-04-01","passed","2026-04-01","","OpenInAppBanner","",""
"","12","returns empty list when API key is not defined","test/src/data/repositories/kakao_location_repository_test.dart","2026-04-01","passed","2026-04-01","searchKeyword","KakaoLocationRepository","",""
"","36","creates from JSON","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","VerificationFormField","",""
"","7","myVotedCandidateIdsProvider returns repository candidate ids","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","","MatchingRepository providers","",""
"","4","returns null when not found","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getApplication","EventRepository","",""
"","20","returns true for valid token","test/src/data/repositories/checkin_repository_test.dart","2026-04-01","passed","2026-04-01","verifyAndCheckin","CheckinRepository","",""
"","15","throws on rpc error","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerMembers","PartnerMemberRepository","",""
"","8","myMatchesProvider returns repository matches","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","","MatchingRepository providers","",""
"","1316","초기 상태에서 5개 항목이 보이고 CTA는 비활성화된다","test/src/features/consent/ui/signup_consent_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","31","renders Stack with child and optional FAB","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","BugReporterWrapper Widget Tests","",""
"","1640","loading → ""추천 티켓을 확인 중입니다.""","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","TicketSelectionSheet","",""
"","2","recommended sort type is not counted as active filter","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ExploreFilters","",""
"","5","throws on RPC error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTicketBalanceStatus","EventRepository Queries","",""
"","4","returns list of events for today","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getTodayEvents","EventRepository","",""
"","34","renders without priceSubText","test/ui/widgets/common/minglit_bottom_cta_test.dart","2026-04-01","passed","2026-04-01","withPrice variant","MinglitBottomCTA","",""
"","3","aliases getTicketTemplatesByPartyId","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","getDefaultTicketsByPartyId","TicketRepository","",""
