"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getEventInfo","SettlementRepository","",""
"","3","throws on error","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","submitDraft","PartnerApplicationRepository","",""
"","15","pushEventDetail calls router.push with event ID","test/src/features/ticket/logic/ticket_coordinator_test.dart","2026-04-01","passed","2026-04-01","","TicketCoordinator","",""
"","377","Inputs tab (8) shows TextField","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","166","rejected 탭 → 재신청 확인 다이얼로그","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 탭 동작","",""
"","8","completes without error","test/src/data/repositories/location_repository_test.dart","2026-04-01","passed","2026-04-01","updateLocationDetails","LocationRepository","",""
"","3","returns false when user not authenticated","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","getInteractionState","SocialRepository","",""
"","90","큐레이션 페이지 렌더링 (nearest 타입)","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","PartyCurationPage","",""
"","111","WAITING: 시작 3시간 전 ~ 시작 시간 전","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","1070","로그인 상태: MyPage에서 사용자 이름과 메뉴 표시","test/integration/my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage Flow","",""
"","4","updates existing draft when id is non-empty","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","saveDraft","PartnerApplicationRepository","",""
"","8","requests permission when initially denied then granted","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService","",""
"","3","returns role data when found","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getMyMemberRole","PartnerRepository","",""
"","3","creates from JSON with visibility = private","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","2","maps user already exists message","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","4","wraps PostgrestException into MinglitSystemException","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","5","theme has elevated button theme","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitTheme","",""
"","4","two models with same values are equal","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","equality","IamportResultModel","",""
"","10","markAsRead updates notification optimistically","test/src/features/notification/notification_list_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationListController","",""
"","4","creates new interaction and returns true","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","toggleInteraction","SocialRepository","",""
"","4","filters out events with gender-restricted entry groups","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","EligibilityFilter","",""
"","2","wraps generic error into MinglitSystemException","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","31","has Semantics widget with button and enabled","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","11","loads settings from repository","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsController","",""
"","6","deleteNotification removes item optimistically","test/src/features/notification/notification_list_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationListController","",""
"","112","개인정보처리방침 탭 시 바텀시트가 열린다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","3","produces correct map with existing key updated","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","MetadataMapX.withValue","",""
"","9","MATCHING: matchCandidatesProvider가 비어있지 않음","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","108","renders CircleAvatar in app bar","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is logged in with avatar","HomePage AppBar - Auth-aware widgets","",""
"","771","탈퇴 완료 메시지와 확인 버튼을 렌더링한다","test/src/features/account_deletion/ui/deletion_complete_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","9","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementItems","SettlementRepository","",""
"","4","isActive / isClosed / isDraft","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","26","shows D-N chip for future event","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketCard","",""
"","25","throws MinglitUserException on non-200 status","test/src/features/iamport/data/repository/iamport_repository_test.dart","2026-04-01","passed","2026-04-01","verifyCertification","IamportRepository","",""
"","534","renders child directly in non-web environment (kIsWeb=false)","test/src/features/auth/ui/staff_guard_wrapper_test.dart","2026-04-01","passed","2026-04-01","","StaffGuardWrapper","",""
"","113","offset=0으로 첫 페이지 10개 로드","test/src/features/explore/providers/recommendation_feed_notifier_test.dart","2026-04-01","passed","2026-04-01","build() — 초기 로드","RecommendationFeedNotifier","",""
"","5","returns empty list when no candidates","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","","matchCandidates","",""
"","5","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","createEvent","PartyRepository (events)","",""
"","2","(tearDownAll)","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","159","드롭다운 탭 시 이벤트 목록 바텀시트 표시","test/src/features/home/widgets/event_now_multi_stack_test.dart","2026-04-01","passed","2026-04-01","","EventNowMultiStack — 위젯","",""
"","51","Phase 3: shows remaining vote count","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","524","shows error message when vote meta fails to load","test/src/features/event/matching/matching_vote_content_test.dart","2026-04-01","passed","2026-04-01","","MatchingVoteContent","",""
"","237","onDismiss callback is invoked when close button is tapped","test/src/features/event/detail/open_in_app_dialog_test.dart","2026-04-01","passed","2026-04-01","","OpenInAppBanner","",""
"","4","throws MinglitUserException on error response","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrderViaEF","EventRepository Commands","",""
"","4","handles empty rules list via EF","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","updateMatchRules","MatchingRepository","",""
"","3","returns 조건 없음 with null groups","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","49","renders trailing widget","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","8","returns template by ID","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","getTicketTemplateById","TicketRepository","",""
"","174","Loading tab (13) shows MinglitSkeleton","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","4","returns empty list when no partners","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartners","PartnerRepository","",""
"","3","returns true when interaction exists","test/src/data/repositories/social_repository_test.dart","2026-04-01","passed","2026-04-01","getInteractionState","SocialRepository","",""
"","8","creates new application when none exists","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrder","EventRepository Commands","",""
"","4","male gender only","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","2","born in 1990","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateKoreanAge","AgeUtil","",""
"","2","equality works","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteraction","",""
"","36","disabled when onPressed is null","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","15","loads current deletion status from repository","test/src/features/account_deletion/logic/account_deletion_controller_test.dart","2026-04-01","passed","2026-04-01","","AccountDeletionController","",""
"","4","결제 후 1시간 이내 → 100% 환불 (grace period 합격)","test/minglit_kit_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator","",""
"","6","serializes to JSON and back","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","VerificationRequirementStatus","",""
"","28","within grace period → full refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","2","from이 빈 문자열이면 홈(/)으로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","2","handles int value correctly","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","IntMetaKey.parse","",""
"","4","returns all parties","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getParties","PartyRepository","",""
"","4","imageUrl returns first URL or null","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","3","has all expected values","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionType","",""
"","2","returns empty list when no upcoming events","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getUpcomingEvents","EventRepository Queries","",""
"","3","pushPrivacy calls router.push","test/src/features/home/logic/home_coordinator_test.dart","2026-04-01","passed","2026-04-01","","HomeCoordinator","",""
"","3","returns list of upcoming events","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getUpcomingEvents","EventRepository","",""
"","5","calls partner-review-submission EF with review action","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","reviewRequest","VerificationRepository (command)","",""
"","49","EventDetailPage AsyncLoading → 로딩 UI 표시","test/integration/flow_event_browse_test.dart","2026-04-01","passed","2026-04-01","","이벤트 탐색 플로우 — 홈→상세→파트너","",""
"","4","isEffectivelyPrivate returns true when private","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","18","pushEventDetail pushes correct route","test/src/features/search/logic/search_coordinator_test.dart","2026-04-01","passed","2026-04-01","","SearchCoordinator","",""
"","11","adds new verification data","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","updateVerificationData","EventApplicationController","",""
"","364","event name is truncated with ellipsis for long names","test/src/features/home/widgets/event_now_bar_test.dart","2026-04-01","passed","2026-04-01","","EventNowBar","",""
"","3","equality works","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchPair","",""
"","186","cutoff 경과 → grace period 환불 안내 배너","test/src/features/event/detail/event_refund_policy_section_test.dart","2026-04-01","passed","2026-04-01","","_RefundPolicySection","",""
"","3","throws on error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTodayEvents","EventRepository Queries","",""
"","12","signInWithApple sets AsyncError when repository throws","test/src/features/auth/auth_state_provider_test.dart","2026-04-01","passed","2026-04-01","","AuthController","",""
"","3","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateEvent","PartyRepository (events)","",""
"","29","updateSetting calls repository and updates state","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsController","",""
"","4","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","replaceEntryGroupTemplates","PartyRepository (matching)","",""
"","3","serializes to JSON and back","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchPair","",""
"","9","theme has custom primary color","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitTheme","",""
"","10","getTicket returns token when exists","test/src/features/ticket/data/ticket_wallet_repository_test.dart","2026-04-01","passed","2026-04-01","","TicketWalletRepository","",""
"","5","parses all target types","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteraction","",""
"","5","throws MinglitUserException on non-200 response","test/src/data/repositories/partner_member_repository_test.dart","2026-04-01","passed","2026-04-01","updateMemberPermissions","PartnerMemberRepository","",""
"","3","defaults to Supabase reauthenticate when password flag is absent","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","reauthenticate","AccountRepository","",""
"","36","does not render indicator when only one image is provided","test/ui/widgets/common/minglit_image_carousel_test.dart","2026-04-01","passed","2026-04-01","","MinglitImageCarousel Widget Tests","",""
"","7","pushLogin with from parameter includes from in path","test/src/features/auth/logic/auth_coordinator_test.dart","2026-04-01","passed","2026-04-01","","AuthCoordinator","",""
"","560","renders with required params only","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","12","ignores unknown setting keys","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","updateSetting","NotificationSettingsController","",""
"","10","returns empty list when no locations","test/src/data/repositories/location_repository_test.dart","2026-04-01","passed","2026-04-01","getLocations","LocationRepository","",""
"","5","returns empty list when user not authenticated","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getRequestsByStatus","VerificationRepository","",""
"","7","closingSoon sorts by remaining slots ASC","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider","",""
"","3","marks ticket ineligible when gender mismatches","test/src/features/event/admission/ticket_recommendation_util_test.dart","2026-04-01","passed","2026-04-01","","TicketRecommendationUtil","",""
"","160","policy null → 기본값(grace=2h, cutoff=7d) 적용","test/src/features/event/detail/event_refund_policy_section_test.dart","2026-04-01","passed","2026-04-01","","_RefundPolicySection","",""
"","51","payment step shows refund notice text","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","EventApplicationWizardPage","",""
"","190","마케팅 토글 시 ConsentController.toggleConsent를 호출한다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","10","returns settings when found","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","getSettings","NotificationRepository","",""
"","151","비로그인: /my 접근 시 LoginPage로 리다이렉트","test/integration/my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage Flow","",""
"","6","succeeds when quantity >= sold_count","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","updateTicket","TicketRepository","",""
"","781","renders child widget correctly","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","BugReporterWrapper Widget Tests","",""
"","4","sets error state on failure","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signInWithEmail","AuthController","",""
"","4","propagates EF error when invoke fails","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","clearMatchRules","MatchingRepository","",""
"","53","returns UserProfile when found","test/src/data/repositories/user_repository_test.dart","2026-04-01","passed","2026-04-01","getUserProfile","SupabaseUserRepository","",""
"","27","renders with empty content child","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","4","does nothing when user is null","test/src/features/notification/logic/notification_settings_controller_test.dart","2026-04-01","passed","2026-04-01","updateSetting","NotificationSettingsController","",""
"","8","returns application when found","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getApplication","EventRepository","",""
"","6","rethrows unexpected exceptions","test/src/features/iamport/data/repository/iamport_repository_test.dart","2026-04-01","passed","2026-04-01","verifyCertification","IamportRepository","",""
"","36","creates from JSON with all fields","test/src/data/models/partner_application_test.dart","2026-04-01","passed","2026-04-01","","PartnerApplication","",""
"","131","Feedback tab (10) shows MinglitEmptyState","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","5","succeeds with 200 response","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelPayment","EventRepository Commands","",""
"","39","renders disabled state","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","5","creates from JSON with visibility = null","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","3","equality works with same values","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Location","",""
"","6","unverified user with null userProfile sees all events","test/src/features/explore/providers/explore_state_provider_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider — eligibility filter with verification check","",""
"","3","returns cancelled result on pre-payment cancel","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelOrder","EventRepository Commands","",""
"","120","계정 섹션에 회원 탈퇴가 표시된다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","11","creates with master only","test/src/data/models/verification_test.dart","2026-04-01","passed","2026-04-01","","VerificationRequirementStatus","",""
"","1330","6개 탈퇴 사유를 렌더링하고 기타 선택 시 입력 필드를 노출한다","test/src/features/account_deletion/ui/deletion_reason_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","54","falls back to createdAt when paidAt is null","test/src/features/payment/ui/purchase_history_card_test.dart","2026-04-01","passed","2026-04-01","","PurchaseHistoryCard — Fix #579 구매일 표시 회귀 테스트","",""
"","4","returns null when not found","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerById","PartnerRepository","",""
"","4","completes without error via EF","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","clearMatchRules","MatchingRepository","",""
"","15","returns null when location service disabled","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService","",""
"","2","toString includes original error","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitSystemException","",""
"","3","creates from JSON","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchPair","",""
"","6","returns list of verifications for partner","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerVerifications","VerificationRepository","",""
"","119","can be dismissed","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","showMinglitBottomSheet","",""
"","69","returns empty state when user is not logged in","test/src/features/my_tickets/logic/my_tickets_controller_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsController","",""
"","8","payment-verify success has expected fields","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: Edge Function response shapes","",""
"","114","알림 스와이프 → Dismissible 삭제","test/integration/flow_notification_routing_test.dart","2026-04-01","passed","2026-04-01","","알림 플로우","",""
"","93","홈: search 아이콘은 항상 표시","test/integration/home_navigation_test.dart","2026-04-01","passed","2026-04-01","","Home Navigation Flow","",""
"","5","includes optional parameters when provided","test/src/data/repositories/bug_report_repository_test.dart","2026-04-01","passed","2026-04-01","reportBug","BugReportRepository","",""
"","3","includes cancelled events","test/src/features/home/logic/today_active_events_provider_test.dart","2026-04-01","passed","2026-04-01","","todayActiveEventsProvider","",""
"","129","Overlay tab (11) shows AlertDialog","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","96","권한 설정 tap → AppPermissionSettingsScreen (Navigator.push)","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage 메뉴 탭","",""
"","6","sets error state when success is true but impUid is null","test/src/features/iamport/logic/iamport_controller_test.dart","2026-04-01","passed","2026-04-01","onCertificationResult","IamportController","",""
"","36","does not render subtitle when null","test/src/ui/widgets/common/minglit_empty_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitEmptyState","",""
"","3","JSON contains expected keys","test/src/data/models/user_profile_test.dart","2026-04-01","passed","2026-04-01","","UserProfile","",""
"","3","취소 이벤트: events.status = cancelled → ENDED","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","336","responds to tap gesture","test/src/features/home/widgets/event_now_bar_test.dart","2026-04-01","passed","2026-04-01","","EventNowBar","",""
"","8","creates from JSON with all fields","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","3","MinglitRadius constants are non-negative","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitDesignTokens","",""
"","4","uses Supabase reauthenticate when has_password flag is false","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","reauthenticate","AccountRepository","",""
"","9","elevatedButton uses partner primary","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","partnerTheme","",""
"","4","returns submitted application on success","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","submitDraft","PartnerApplicationRepository","",""
"","31","title has bold font weight by default","test/src/ui/widgets/common/minglit_section_test.dart","2026-04-01","passed","2026-04-01","","MinglitSection","",""
"","28","renders 결제완료 for paid status","test/src/common/widgets/status_badge_test.dart","2026-04-01","passed","2026-04-01","","StatusBadge","",""
"","1244","guest → ""로그인하고 신청하기"" (enabled)","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 렌더링 (8가지 상태)","",""
"","5","returns ticket by ID","test/src/data/repositories/ticket_repository_test.dart","2026-04-01","passed","2026-04-01","getTicketById","TicketRepository","",""
"","9","creates from JSON with defaults","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event","",""
"","7","reauthenticate keeps previous state on success","test/src/features/account_deletion/logic/account_deletion_controller_test.dart","2026-04-01","passed","2026-04-01","","AccountDeletionController","",""
"","4","returns empty list when repository returns empty","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","fetchEventFeedProvider","",""
"","8","all MetaKeys static constants are accessible with correct defaults","test/src/data/models/metadata_key_test.dart","2026-04-01","passed","2026-04-01","","MetaKeys static constants","",""
"","4","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementItemDetail","SettlementRepository","",""
"","9","toggle does nothing when user is null","test/src/features/social/logic/social_interaction_controller_test.dart","2026-04-01","passed","2026-04-01","","SocialInteractionController","",""
"","2","equality works","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchVote","",""
"","719","renders without Scaffold — embeddable standalone","test/src/features/event/matching/matching_vote_content_test.dart","2026-04-01","passed","2026-04-01","","MatchingVoteContent","",""
"","91","calls onPressed when tapped","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","2","checkGate returns false when not initialized","test/logic/providers/statsig_provider_test.dart","2026-04-01","passed","2026-04-01","","StatsigAnalytics","",""
"","2","MinglitIconSize constants are positive","test/src/theme/minglit_theme_test.dart","2026-04-01","passed","2026-04-01","","MinglitDesignTokens","",""
"","4","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateEventStatus","PartyRepository (events)","",""
"","72","비로그인 /my → /login?from=/my","test/integration/flow_notification_routing_test.dart","2026-04-01","passed","2026-04-01","","보호된 경로 리다이렉트","",""
"","3","returns null when not found","test/src/data/repositories/notification_repository_test.dart","2026-04-01","passed","2026-04-01","getSettings","NotificationRepository","",""
"","3","creates with all fields","test/src/features/event/admission/admission_button_config_test.dart","2026-04-01","passed","2026-04-01","","AdmissionState","",""
"","31","renders with empty string values","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","5","filters multiple events correctly","test/src/features/explore/logic/eligibility_filter_test.dart","2026-04-01","passed","2026-04-01","","EligibilityFilter","",""
"","2","throws when user not logged in","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","saveDraft","PartnerApplicationRepository","",""
"","4","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getPartiesByPartnerId","PartyRepository","",""
"","10","rejected when application status is rejected","test/src/features/event/admission/admission_state_edge_cases_test.dart","2026-04-01","passed","2026-04-01","","EventAdmissionController - edge cases","",""
"","5","initial state has eligibility and nearby enabled","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ActiveFilters provider","",""
"","72","tapping card calls pushEventDetail","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","4","within cutoff days → full refund","test/src/utils/refund_calculator_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator binary policy","",""
"","867","renders empty state when no tickets","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","136","qualificationRequired → ""신청하기"" (enabled)","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 렌더링 (8가지 상태)","",""
"","3","returns empty list when no parties","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","getPartiesByPartnerId","PartyRepository","",""
"","10","does nothing when user is null","test/src/features/event/admission/event_application_controller_test.dart","2026-04-01","passed","2026-04-01","submitApplication","EventApplicationController","",""
"","4","calls edge function","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","confirmPayment","EventRepository","",""
"","3","does nothing when user is null","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","3","excludes optional parameters when not provided","test/src/data/repositories/bug_report_repository_test.dart","2026-04-01","passed","2026-04-01","reportBug","BugReportRepository","",""
"","3","completes without error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","updateEventMetadata","PartyRepository (events)","",""
"","7","throws on error","test/src/data/repositories/party_repository_test.dart","2026-04-01","passed","2026-04-01","createParty","PartyRepository","",""
"","26","throws on error","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","cancelOrder","EventRepository","",""
"","113","로딩 인디케이터가 표시된 후 동의 현황이 보인다","test/src/features/settings/privacy_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","2","returns pending count","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getPendingApplicationCount","EventRepository Queries","",""
"","5","returns active events with participant status","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTodayActiveEventsForUser","EventRepository Queries","",""
"","9","propagates error when repository throws","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","","matchCandidates","",""
"","2","returns zero when there are no requested refunds","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getRequestedRefundCountForPartner","EventRepository Queries","",""
"","319","shows time until start for WAITING state","test/src/features/home/widgets/event_now_bar_test.dart","2026-04-01","passed","2026-04-01","","EventNowBar","",""
"","5","resets state to AsyncData(null)","test/src/features/iamport/logic/iamport_controller_test.dart","2026-04-01","passed","2026-04-01","reset","IamportController","",""
"","31","null 데이터 → ""설정 정보를 불러올 수 없습니다.""","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsScreen","",""
"","74","shows empty state when no events","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","4","returns null when permission denied forever","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService","",""
"","3","completes when EF invoke succeeds","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","castVote","MatchingRepository","",""
"","3","marks ineligible when user is not verified","test/src/features/event/admission/ticket_recommendation_util_test.dart","2026-04-01","passed","2026-04-01","","TicketRecommendationUtil","",""
